"abb","year","turnout","policy_edr","policy_mail_in","policy_motor"
"NJ",2000,50.376651763916,0,1,1
"NJ",2004,55.2000007629395,0,1,1
"NJ",2008,58.2000007629395,0,1,1
"NJ",2012,53.2999992370605,0,1,1
"NM",1920,65.3911819458008,0,0,0
"NM",1924,61.4898834228516,0,0,0
"NM",1928,57.3435020446777,0,0,0
"NM",1932,65.7943649291992,0,0,0
"NM",1936,65.6356887817383,0,0,0
"NM",1940,64.3744583129883,0,0,0
"NM",1944,47.4655914306641,0,0,0
"NM",1948,52.0186729431152,0,0,0
"NM",1952,59.5839538574219,0,0,0
"NM",1956,56.3368110656738,0,0,0
"NM",1960,62.0972061157227,0,0,0
"NM",1964,62.7374572753906,0,0,0
"NM",1968,60.2283782958984,0,0,0
"NM",1972,57.2597923278809,0,0,0
"NM",1976,54.8144721984863,0,0,0
"NM",1980,51.6105194091797,0,0,0
"NM",1984,53.7071380615234,0,0,0
"NM",1988,50.538631439209,0,0,0
"NM",1992,51.0394020080566,0,0,1
"NM",1996,45.8196601867676,0,1,1
"NM",2000,45.678581237793,0,1,1
"NM",2004,53.9000015258789,0,1,1
"NM",2008,55.0999984741211,0,1,1
"NM",2012,49.5,0,1,1
"NY",1920,43.4583854675293,0,0,0
"NY",1924,44.8595657348633,0,0,0
"NY",1928,56.9056396484375,0,0,0
"NY",1932,56.6977081298828,0,0,0
"NY",1936,63.1137886047363,0,0,0
"NY",1940,67.3965606689453,0,0,0
"NY",1944,64.7177200317383,0,0,0
"NY",1948,60.7346458435059,0,0,0
"NY",1952,68.0356063842773,0,0,0
"NY",1956,66.4225311279297,0,0,0
"NY",1960,67.8253402709961,0,0,0
"NY",1964,64.4506988525391,0,0,0
"NY",1968,59.7917098999023,0,0,0
"NY",1972,56.6354026794434,0,0,0
"NY",1976,51.7681999206543,0,1,0
"NY",1980,48.1892700195312,0,1,0
"NY",1984,51.5106964111328,0,1,0
"NY",1988,47.8340187072754,0,1,0
"NY",1992,51.1445922851562,0,1,0
"NY",1996,45.7839164733887,0,1,1
"NY",2000,48.7193374633789,0,1,1
"NY",2004,50.2000007629395,0,1,1
"NY",2008,51.4000015258789,0,1,1
"NY",2012,46.2000007629395,0,1,1
"NC",1920,45.3524627685547,0,0,0
"NC",1924,36.3034782409668,0,0,0
"NC",1928,43.2324333190918,0,0,0
"NC",1932,43.9330978393555,0,0,0
"NC",1936,47.3128089904785,0,0,0
"NC",1940,42.6452178955078,0,0,0
"NC",1944,37.9723625183105,0,0,0
"NC",1948,35.4042129516602,0,0,0
"NC",1952,51.3015365600586,0,0,0
"NC",1956,47.4070587158203,0,0,0
"NC",1960,53.5219383239746,0,0,0
"NC",1964,52.1017532348633,0,0,0
"NC",1968,54.4968414306641,0,0,0
"NC",1972,43.3331985473633,0,0,0
"NC",1976,44.2719268798828,0,0,0
"NC",1980,43.9875106811523,0,0,0
"NC",1984,47.9112701416016,0,0,1
"NC",1988,43.9009056091309,0,0,1
"NC",1992,49.891658782959,0,0,1
"NC",1996,44.4476699829102,0,1,1
"NC",2000,47.9024238586426,0,1,1
"NC",2004,53.9000015258789,0,1,1
"NC",2008,60.7000007629395,0,1,1
"NC",2012,60.2000007629395,0,1,1
"OH",1920,57.2389488220215,0,0,0
"OH",1924,53.4517059326172,0,0,0
"OH",1928,62.5181045532227,0,0,0
"OH",1932,61.8126029968262,0,0,0
"OH",1936,68.4137573242188,0,0,0
"OH",1940,72.4253768920898,0,0,0
"OH",1944,64.8432083129883,0,0,0
"OH",1948,57.1079711914062,0,0,0
"OH",1952,68.6306533813477,0,0,0
"OH",1956,65.9277420043945,0,0,0
"OH",1960,71.2769165039062,0,0,0
"OH",1964,65.6477813720703,0,0,0
"OH",1968,63.3207206726074,0,0,0
"OH",1972,57.2497291564941,0,0,0
"OH",1976,55.5692291259766,0,0,0
"OH",1980,55.6095428466797,0,1,0
"OH",1984,58.1989707946777,0,1,1
"OH",1988,55.0678291320801,0,1,1
"OH",1992,60.7557983398438,0,1,1
"OH",1996,54.6460266113281,0,1,1
"OH",2000,55.5476493835449,0,1,1
"OH",2004,65.0999984741211,0,1,1
"OH",2008,65.0999984741211,0,1,1
"OH",2012,62.7000007629395,0,1,1
"OK",1920,43.1364555358887,0,0,0
"OK",1924,44.3414573669434,0,0,0
"OK",1928,49.2645263671875,0,0,0
"OK",1932,54.05517578125,0,0,0
"OK",1936,56.102725982666,0,0,0
"OK",1940,60.3428573608398,0,0,0
"OK",1944,52.5801544189453,0,0,0
"OK",1948,52.3084907531738,0,0,0
"OK",1952,68.3279113769531,0,0,0
"OK",1956,61.2756271362305,0,0,0
"OK",1960,63.7817802429199,0,0,0
"OK",1964,62.8877105712891,0,0,0
"OK",1968,60.8599624633789,0,0,0
"OK",1972,56.7594375610352,0,0,0
"OK",1976,56.0416107177734,0,0,0
"OK",1980,52.98193359375,0,0,0
"OK",1984,56.423942565918,0,0,0
"OK",1988,51.3418083190918,0,0,0
"OK",1992,58.9504547119141,0,0,0
"OK",1996,49.085147857666,0,1,1
"OK",2000,48.2442207336426,0,1,1
"OK",2004,55.2999992370605,0,1,1
"OK",2008,52.7999992370605,0,1,1
"OK",2012,46.2000007629395,0,1,1
"OR",1920,53.1736679077148,0,0,0
"OR",1924,53.9872093200684,0,0,0
"OR",1928,54.521842956543,0,0,0
"OR",1932,57.016674041748,0,0,0
"OR",1936,59.359790802002,0,0,0
"OR",1940,64.3186721801758,0,0,0
"OR",1944,56.5142631530762,0,0,0
"OR",1948,55.1086311340332,0,0,0
"OR",1952,68.41455078125,0,0,0
"OR",1956,70.427375793457,0,0,0
"OR",1960,72.2704544067383,0,0,0
"OR",1964,67.9371871948242,0,0,0
"OR",1968,65.7901458740234,0,0,0
"OR",1972,61.4737319946289,0,0,0
"OR",1976,62.4924774169922,0,1,0
"OR",1980,61.8594779968262,0,1,0
"OR",1984,61.5332107543945,0,1,1
"OR",1988,57.8696594238281,0,1,1
"OR",1992,66.1970977783203,0,1,1
"OR",1996,57.5938415527344,0,1,1
"OR",2000,59.5738105773926,0,1,1
"OR",2004,66.8000030517578,0,1,1
"OR",2008,62.7000007629395,0,1,1
"OR",2012,58.5999984741211,0,1,1
"PA",1920,37.027099609375,0,0,0
"PA",1924,40.7569618225098,0,0,0
"PA",1928,57.020923614502,0,0,0
"PA",1932,49.3296699523926,0,0,0
"PA",1936,68.1331481933594,0,0,0
"PA",1940,64.2174758911133,0,0,0
"PA",1944,57.4071655273438,0,0,0
"PA",1948,54.3753433227539,0,0,0
"PA",1952,65.2624740600586,0,0,0
"PA",1956,64.8279724121094,0,0,0
"PA",1960,70.5146636962891,0,0,0
"PA",1964,66.9483337402344,0,0,0
"PA",1968,64.9450149536133,0,0,0
"PA",1972,55.9535140991211,0,0,0
"PA",1976,54.5161285400391,0,1,0
"PA",1980,52.1791458129883,0,1,0
"PA",1984,54.5601272583008,0,1,0
"PA",1988,50.3029289245605,0,1,0
"PA",1992,54.2575607299805,0,1,0
"PA",1996,48.6626052856445,0,1,1
"PA",2000,52.4871520996094,0,1,1
"PA",2004,60.5999984741211,0,1,1
"PA",2008,61.2999992370605,0,1,1
"PA",2012,57.0999984741211,0,1,1
"RI",1920,45.6042137145996,0,0,0
"RI",1924,53.9467391967773,0,0,0
"RI",1928,57.7639045715332,0,0,0
"RI",1932,61.642448425293,0,0,0
"RI",1936,68.6869506835938,0,0,0
"RI",1940,67.4087677001953,0,0,0
"RI",1944,59.8843040466309,0,0,0
"RI",1948,62.0761871337891,0,0,0
"RI",1952,76.9755630493164,0,0,0
"RI",1956,71.8806076049805,0,0,0
"RI",1960,75.0988922119141,0,0,0
"RI",1964,69.607063293457,0,0,0
"RI",1968,66.2772064208984,0,0,0
"RI",1972,61.8226013183594,0,0,0
"RI",1976,62.1155815124512,0,0,0
"RI",1980,59.0862197875977,0,0,0
"RI",1984,55.9623222351074,0,0,0
"RI",1988,53.0290718078613,0,0,0
"RI",1992,57.9514541625977,0,0,0
"RI",1996,49.3104820251465,0,1,1
"RI",2000,51.107250213623,0,1,1
"RI",2004,52.9000015258789,0,1,1
"RI",2008,57.0999984741211,0,1,1
"RI",2012,53.4000015258789,0,1,1
"SC",1920,9.1908597946167,0,0,0
"SC",1924,6.64386034011841,0,0,0
"SC",1928,8.56618022918701,0,0,0
"SC",1932,12.2283020019531,0,0,0
"SC",1936,12.5111198425293,0,0,0
"SC",1940,10.0682172775269,0,0,0
"SC",1944,9.79618263244629,0,0,0
"SC",1948,12.7411575317383,0,0,0
"SC",1952,29.0565547943115,0,0,0
"SC",1956,24.6392345428467,0,0,0
"SC",1960,30.544075012207,0,0,0
"SC",1964,38.9747467041016,0,0,0
"SC",1968,46.7464256286621,0,0,0
"SC",1972,38.5781326293945,0,0,0
"SC",1976,41.8666152954102,0,0,0
"SC",1980,40.7831954956055,0,0,0
"SC",1984,41.5072288513184,0,0,0
"SC",1988,39.6178970336914,0,1,0
"SC",1992,46.309886932373,0,1,0
"SC",1996,40.6709136962891,0,1,1
"SC",2000,46.093635559082,0,1,1
"SC",2004,50.7000007629395,0,1,1
"SC",2008,55.2999992370605,0,1,1
"SC",2012,53.7999992370605,0,1,1
"SD",1920,50.5508995056152,0,0,0
"SD",1924,55.0066337585449,0,0,0
"SD",1928,68.7766799926758,0,0,0
"SD",1932,74.6708221435547,0,0,0
"SD",1936,76.5586242675781,0,0,0
"SD",1940,79.4577026367188,0,0,0
"SD",1944,58.991382598877,0,0,0
"SD",1948,62.7382736206055,0,0,0
"SD",1952,73.678466796875,0,0,0
"SD",1956,74.2611465454102,0,0,0
"SD",1960,78.1854629516602,0,0,0
"SD",1964,75.2356262207031,0,0,0
"SD",1968,72.640495300293,0,0,0
"SD",1972,68.4665908813477,0,0,0
"SD",1976,64.1104507446289,0,0,0
"SD",1980,67.567626953125,0,0,0
"SD",1984,64.8685913085938,0,0,0
"SD",1988,63.0242080688477,0,0,0
"SD",1992,66.1302108764648,0,0,0
"SD",1996,61.0607872009277,0,1,1
"SD",2000,57.2748756408691,0,1,1
"SD",2004,66.9000015258789,0,1,1
"SD",2008,63.4000015258789,0,1,1
"SD",2012,57.7000007629395,0,1,1
"TN",1920,36.4270553588867,0,0,0
"TN",1924,23.583179473877,0,0,0
"TN",1928,26.5337982177734,0,0,0
"TN",1932,26.4647846221924,0,0,0
"TN",1936,29.8716583251953,0,0,0
"TN",1940,30.6145477294922,0,0,0
"TN",1944,28.123254776001,0,0,0
"TN",1948,28.5896339416504,0,0,0
"TN",1952,44.5872535705566,0,0,0
"TN",1956,45.8826446533203,0,0,0
"TN",1960,50.2528419494629,0,0,0
"TN",1964,51.846549987793,0,0,0
"TN",1968,53.8150596618652,0,0,0
"TN",1972,43.6079864501953,0,1,0
"TN",1976,50.1987762451172,0,1,0
"TN",1980,49.1377868652344,0,1,0
"TN",1984,49.7754516601562,0,1,0
"TN",1988,45.6178321838379,0,1,0
"TN",1992,52.3590812683105,0,1,0
"TN",1996,46.898998260498,0,1,1
"TN",2000,48.3872337341309,0,1,1
"TN",2004,54.0999984741211,0,1,1
"TN",2008,54.5,0,1,1
"TN",2012,49.4000015258789,0,1,1
"TX",1920,20.090970993042,0,0,0
"TX",1924,23.9903411865234,0,0,0
"TX",1928,23.1636352539062,0,0,0
"TX",1932,25.7812347412109,0,0,0
"TX",1936,23.3950634002686,0,0,0
"TX",1940,26.9612426757812,0,0,0
"TX",1944,27.3092651367188,0,0,0
"TX",1948,25.143741607666,0,0,0
"TX",1952,42.390453338623,0,0,0
"TX",1956,37.4869194030762,0,0,0
"TX",1960,41.7752990722656,0,0,0
"TX",1964,44.1688690185547,0,0,0
"TX",1968,48.4152870178223,0,1,0
"TX",1972,45.0844993591309,0,1,0
"TX",1976,48.0628433227539,0,1,0
"TX",1980,45.7687797546387,0,1,0
"TX",1984,49.9124908447266,0,1,0
"TX",1988,46.3677635192871,0,1,0
"TX",1992,48.4051933288574,0,1,0
"TX",1996,40.5485954284668,0,1,1
"TX",2000,42.8173141479492,0,1,1
"TX",2004,45.4000015258789,0,1,1
"TX",2008,45.5,0,1,1
"TX",2012,41.7000007629395,0,1,1
"UT",1920,68.5736312866211,0,0,0
"UT",1924,67.2637634277344,0,0,0
"UT",1928,69.4935150146484,0,0,0
"UT",1932,75.5907211303711,0,0,0
"UT",1936,74.4946212768555,0,0,0
"UT",1940,80.3455429077148,0,0,0
"UT",1944,72.8196716308594,0,0,0
"UT",1948,73.963020324707,0,0,0
"UT",1952,81.2742309570312,0,0,0
"UT",1956,76.4742126464844,0,0,0
"UT",1960,80.0660247802734,0,0,0
"UT",1964,78.6772766113281,0,0,0
"UT",1968,76.8864593505859,0,0,0
"UT",1972,68.110466003418,0,0,0
"UT",1976,70.015266418457,0,1,0
"UT",1980,65.5973968505859,0,1,0
"UT",1984,63.5526733398438,0,1,0
"UT",1988,61.0082855224609,0,1,0
"UT",1992,63.0924377441406,0,1,0
"UT",1996,49.4213523864746,0,1,1
"UT",2000,50.8926200866699,0,1,1
"UT",2004,54.7000007629395,0,1,1
"UT",2008,51.7999992370605,0,1,1
"UT",2012,51.4000015258789,0,1,1
"VT",1920,42.5516510009766,0,0,0
"VT",1924,47.8637428283691,0,0,0
"VT",1928,61.8367652893066,0,0,0
"VT",1932,61.7166595458984,0,0,0
"VT",1936,63.8636512756348,0,0,0
"VT",1940,62.7363090515137,0,0,0
"VT",1944,54.0716934204102,0,0,0
"VT",1948,52.3587341308594,0,0,0
"VT",1952,64.992805480957,0,0,0
"VT",1956,65.4815521240234,0,0,0
"VT",1960,72.4316024780273,0,0,0
"VT",1964,67.1148147583008,0,0,0
"VT",1968,63.295295715332,0,0,0
"VT",1972,60.811092376709,0,0,0
"VT",1976,56.067684173584,0,0,0
"VT",1980,58.2784156799316,0,0,0
"VT",1984,60.5365562438965,0,0,0
"VT",1988,59.5021286010742,0,0,0
"VT",1992,67.6870193481445,0,0,0
"VT",1996,58.1238288879395,0,0,0
"VT",2000,63.799144744873,0,1,1
"VT",2004,65,0,1,1
"VT",2008,66,0,1,1
"VT",2012,59.2999992370605,0,1,1
"VA",1920,21.6562843322754,0,0,0
"VA",1924,19.2792854309082,0,0,0
"VA",1928,24.3492050170898,0,0,0
"VA",1932,21.9751930236816,0,0,0
"VA",1936,22.8288440704346,0,0,0
"VA",1940,22.0000743865967,0,0,0
"VA",1944,22.1287422180176,0,0,0
"VA",1948,21.6596584320068,0,0,0
"VA",1952,29.7475814819336,0,0,0
"VA",1956,31.7540035247803,0,0,0
"VA",1960,33.3527450561523,0,0,0
"VA",1964,41.6274070739746,0,0,0
"VA",1968,50.4686393737793,0,0,0
"VA",1972,45.3546752929688,0,0,0
"VA",1976,48.2677459716797,0,0,0
"VA",1980,48.1929740905762,0,0,0
"VA",1984,51.1560554504395,0,0,0
"VA",1988,48.4816055297852,0,0,0
"VA",1992,53.1488800048828,0,0,0
"VA",1996,47.5979309082031,0,1,1
"VA",2000,51.2980766296387,0,1,1
"VA",2004,56.2000007629395,0,1,1
"VA",2008,61.7999992370605,0,1,1
"VA",2012,60.7999992370605,0,1,1
"WA",1920,50.9113807678223,0,0,0
"WA",1924,48.2350196838379,0,0,0
"WA",1928,51.9133949279785,0,0,0
"WA",1932,58.7366371154785,0,0,0
"WA",1936,61.8238410949707,0,0,0
"WA",1940,66.5419082641602,0,0,0
"WA",1944,63.9226875305176,0,0,0
"WA",1948,60.8942642211914,0,0,0
"WA",1952,69.2967758178711,0,0,0
"WA",1956,69.5551834106445,0,0,0
"WA",1960,72.2684478759766,0,0,0
"WA",1964,67.8734664916992,0,0,0
"WA",1968,65.5417556762695,0,0,0
"WA",1972,63.4122428894043,0,0,0
"WA",1976,61.4107398986816,0,0,0
"WA",1980,58.2545623779297,0,0,0
"WA",1984,57.926197052002,0,0,0
"WA",1988,53.5616073608398,0,0,0
"WA",1992,60.8346481323242,0,0,1
"WA",1996,55.3729019165039,0,1,1
"WA",2000,56.7871017456055,0,1,1
"WA",2004,60.7999992370605,0,1,1
"WA",2008,60.2999992370605,0,1,1
"WA",2012,58.2999992370605,0,1,1
"WV",1920,67.149055480957,0,0,0
"WV",1924,71.5232086181641,0,0,0
"WV",1928,73.6532287597656,0,0,0
"WV",1932,79.6215972900391,0,0,0
"WV",1936,82.9712905883789,0,0,0
"WV",1940,81.3771438598633,0,0,0
"WV",1944,64.5388565063477,0,0,0
"WV",1948,65.0614929199219,0,0,0
"WV",1952,75.6916275024414,0,0,0
"WV",1956,74.2779006958008,0,0,0
"WV",1960,77.3574295043945,0,0,0
"WV",1964,73.5413208007812,0,0,0
"WV",1968,70.4207305908203,0,0,0
"WV",1972,62.5686492919922,0,0,0
"WV",1976,58.7776031494141,0,0,0
"WV",1980,53.0730209350586,0,0,0
"WV",1984,53.5490112304688,0,1,0
"WV",1988,48.111156463623,0,1,0
"WV",1992,50.229362487793,0,1,1
"WV",1996,46.0025253295898,0,1,1
"WV",2000,46.0986175537109,0,1,1
"WV",2004,53.4000015258789,0,1,1
"WV",2008,49.0999984741211,0,1,1
"WV",2012,45.5,0,1,1
"WI",1920,46.0025367736816,0,0,0
"WI",1924,51.8298797607422,0,0,0
"WI",1928,59.1025199890137,0,0,0
"WI",1932,61.2949752807617,0,0,0
"WI",1936,65.6031646728516,0,0,0
"WI",1940,69.6292114257812,0,0,0
"WI",1944,63.7643280029297,0,0,0
"WI",1948,58.5221977233887,0,0,0
"WI",1952,71.4761505126953,0,0,0
"WI",1956,67.3742599487305,0,0,0
"WI",1960,73.4529342651367,0,0,0
"WI",1964,69.0649490356445,0,0,0
"WI",1968,66.4599227905273,0,0,0
"WI",1972,61.7835960388184,0,0,0
"WI",1976,66.162971496582,1,1,0
"WI",1980,67.9181671142578,1,1,0
"WI",1984,64.1196594238281,1,1,0
"WI",1988,61.7071113586426,1,1,0
"WI",1992,68.7575988769531,1,1,0
"WI",1996,57.2207183837891,1,1,0
"WI",2000,65.0477981567383,1,1,0
"WI",2004,71.5999984741211,1,1,0
"WI",2008,69.3000030517578,1,1,0
"WI",2012,69.3000030517578,1,1,0
"WY",1920,46.7372055053711,0,0,0
"WY",1924,66.2491073608398,0,0,0
"WY",1928,64.2940216064453,0,0,0
"WY",1932,70.543571472168,0,0,0
"WY",1936,70.5961532592773,0,0,0
"WY",1940,72.2111740112305,0,0,0
"WY",1944,61.5328178405762,0,0,0
"WY",1948,58.3062477111816,0,0,0
"WY",1952,71.4624557495117,0,0,0
"WY",1956,66.9390716552734,0,0,0
"WY",1960,73.6221084594727,0,0,0
"WY",1964,74.3312530517578,0,0,0
"WY",1968,65.5695877075195,0,0,0
"WY",1972,63.2913055419922,0,0,0
"WY",1976,58.775562286377,0,0,0
"WY",1980,54.3732299804688,0,0,0
"WY",1984,58.6446990966797,0,0,0
"WY",1988,55.2671089172363,0,0,0
"WY",1992,61.0459213256836,0,0,0
"WY",1996,61.1175537109375,1,0,0
"WY",2000,58.5696716308594,1,0,0
"WY",2004,63.7000007629395,1,0,0
"WY",2008,60.9000015258789,1,0,0
"WY",2012,56.7999992370605,1,0,0
