"cycle","district_final","general_sharetotal_A_all","general_sharetotal_B_all","general_sharetotal_H_all","cand_A_all","cand_B_all","cand_H_all","dfe"
1990,"FL4",0.0310023798885738,0.0127656858364716,0.00227958675651278,0,0,0,110
1992,"FL4",0.000582804923535994,0.0922230511003357,0.00728506154419993,0,0,0,110
1994,"FL4",0,0,0,0,0,0,110
1996,"FL4",0,0.112994350282486,0,0,0,0,110
1998,"FL4",0,0.117647058823529,0,0,0,0,110
2000,"FL4",0.0182858814709163,0.0608005558907967,0,0,0,0,110
2002,"FL4",0,0.116550116550117,0,0,0,0,110
2004,"FL4",0,0.170212765957447,0.223404255319149,0,0,0,110
2006,"FL4",0,0.0875699343225493,0,0,0,0,110
2008,"FL4",0.0375478735387619,0.0419284587849508,0.0312898946156349,0,0,0,110
2010,"FL4",0,0.0592718035563082,0,0,0,0,110
2012,"FL4",0,0.0963855421686747,0,0,0,0,110
1980,"FL5",0,0.0600114021664116,0,0,0,0,111
1982,"FL5",0,0.0344530577088717,0,0,0,0,111
1984,"FL5",NA,NA,NA,0,0,0,111
1986,"FL5",NA,NA,NA,0,0,0,111
1988,"FL5",NA,NA,NA,0,0,0,111
1990,"FL5",0.0305801045839577,0.0198770679795725,0.015901654383658,0,0,0,111
1992,"FL5",0.0124564025909317,0.0124564025909317,0.0124564025909317,0,0,0,111
1994,"FL5",0.00532647869408522,0.0229665748003675,0.00750830330012013,0,0,0,111
1996,"FL5",0.0267747858017136,0.050999592003264,0.034577723378213,0,0,0,111
1998,"FL5",0,0.0136239782016349,0,0,0,0,111
2000,"FL5",0.0425004857198368,0.0121429959199534,0,0,0,0,111
2002,"FL5",0.0141641751061543,0.0164735514821578,0.0252491817109708,0,0,0,111
2004,"FL5",0.0198853667095567,0.0701836472102,0.0865598315592467,0,0,0,111
2006,"FL5",0.0205482266880368,0.0198632857984356,0.0938369018753682,0,0,0,111
2008,"FL5",0.0929937746247515,0,0.00446370118198807,0,0,0,111
2010,"FL5",0.0124075856433599,0.00921706362078164,0.0035450244695314,0,0,0,111
1980,"FL6",0,1,0,0,0,0,112
1982,"FL6",0,0,0,0,0,0,112
1984,"FL6",0,0,0,0,0,0,112
1986,"FL6",0.0493485984998026,0,0,0,0,0,112
1988,"FL6",0.00909090909090909,0.127272727272727,0.0272727272727273,0,0,0,112
1990,"FL6",0.00461819105456393,0.0392546239637934,0.0173182164546147,0,0,0,112
1992,"FL6",0.0266851683834125,0.0266851683834125,0.0133425841917062,0,0,0,112
1994,"FL6",0,0,0,0,0,0,112
1996,"FL6",0.0153233220962305,0,0,0,0,0,112
1998,"FL6",0,0,0,0,0,0,112
2000,"FL6",0,0,0,0,0,0,112
2002,"FL6",0,0.0108939582107763,0,0,0,0,112
2004,"FL6",0.0086497707810743,0.00086497707810743,0.0233543811089006,0,0,0,112
2006,"FL6",0.032032801588827,0.129931969255436,0.00173150278858524,0,0,0,112
2008,"FL6",0.00402746552489511,0.0286397548436985,0.009717059679112,0,0,0,112
2010,"FL6",0,0.018681106414681,0,0,0,0,112
2012,"FL6",0.00159767854402683,0.0363229796259433,0.0238199346564,0,0,0,112
1980,"FL7",0,0.166666666666667,0,0,0,0,113
1982,"FL7",0.1,0.1,0,0,0,0,113
1984,"FL7",0,0.0122801846939778,0.0491207387759112,0,0,0,113
1986,"FL7",0,0.166666666666667,0,0,0,0,113
1988,"FL7",0,0,0,0,0,0,113
1990,"FL7",0,0,0.0963391136801541,0,0,0,113
1992,"FL7",0.0204528470100822,0.0544098173665648,0.0707983165733615,0,0,0,113
1994,"FL7",0.045842720176036,0.0248860480955624,0.0654896002514801,0,0,0,113
1996,"FL7",0.0515488526013129,0.0347203385233006,0.0298377909184615,0,0,0,113
1998,"FL7",0.27027027027027,0,0,0,0,0,113
2000,"FL7",0.0268456375838926,0.0402684563758389,0.0134228187919463,0,0,0,113
2002,"FL7",0.00477573049223036,0.0061912517184593,0.00302948000753671,0,0,0,113
2004,"FL7",0.571428571428571,0.126984126984127,0,0,0,0,113
2006,"FL7",0,0.0379619837848098,0.0180771351356237,0,0,0,113
2008,"FL7",0.0107457554266065,0.00537287771330325,0,0,0,0,113
2010,"FL7",0.0114624137440191,0.0181290589790462,0.022645513497954,0,0,0,113
2012,"FL7",0.023524379811805,0.0192472198460222,0.0876817792985458,0,0,0,113
1980,"FL8",0,0,0,0,0,0,114
1982,"FL8",NA,NA,NA,0,0,0,114
1984,"FL8",NA,NA,NA,0,0,0,114
1986,"FL8",0,0,0,0,0,0,114
1988,"FL8",0,0,0,0,1,0,114
1990,"FL8",0,0,0,0,0,0,114
1992,"FL8",0,0.0405028838053269,0.0324023070442616,0,0,0,114
1994,"FL8",0,0,0,0,0,0,114
1996,"FL8",0.0269537720222858,0.0301159463936154,0.0207800030115946,0,0,0,114
1998,"FL8",0.0381247004487822,0.0348568689817437,0.0163391573351924,0,0,0,114
2000,"FL8",0.0423172585325411,0.0289657316567639,0.0115149002809636,0,0,0,114
2002,"FL8",0,0.00926125431404346,0.244875124270912,0,0,1,114
2004,"FL8",0,0.041417056993667,0.0431427677017364,0,0,0,114
2006,"FL8",0.0225552195632279,0.0507492440172628,0.0215806113104958,0,0,0,114
2008,"FL8",0.0298283229433842,0.0210003027133936,0.0444086668941616,0,0,0,114
2010,"FL8",0.0183558726368716,0.0771464099005738,0.0206355568934662,0,0,0,114
1980,"FL9",0,0.1171875,0,0,0,0,115
1982,"FL9",0,0.0390462307371928,0,0,0,0,115
1984,"FL9",0,0,0,0,0,0,115
1986,"FL9",0,0,0.0758533501896334,0,0,1,115
1988,"FL9",0,0,0,0,0,0,115
1990,"FL9",0,0.00753125470703419,0.0107589352957631,0,0,0,115
1992,"FL9",0.0241047976859394,0,0.0199487980849154,0,0,0,115
1994,"FL9",0,0,0.0824130542277897,0,0,0,115
1996,"FL9",0.0161668418074529,0.0202085522593161,0.0835017379354943,0,0,0,115
1998,"FL9",0,0,0,0,0,0,115
2000,"FL9",0,0,0.0431034482758621,0,0,0,115
2002,"FL9",0.0100983580069881,0.0151475370104821,0.0252458950174702,0,0,0,115
2004,"FL9",0.00988158957094402,0.00658772638062934,0.00658772638062934,0,0,0,115
2006,"FL9",0.0211531384117614,0.0252675932515777,0.0299298030439511,0,0,0,115
2008,"FL9",0.00982106564018344,0.00418304647637443,0.0762842180021952,0,0,0,115
2010,"FL9",0.0118304795527907,0.0161324721174418,0.0656053866109301,0,0,1,115
2012,"FL9",0,0.00969365348217011,0,0,0,0,115
1980,"GA1",NA,NA,NA,0,0,0,116
1982,"GA1",0,0.0255806814693543,0,0,1,0,116
1984,"GA1",0,0.181818181818182,0,0,0,0,116
1986,"GA1",0,0.571428571428571,0,0,0,0,116
1988,"GA1",0,0.128205128205128,0,0,0,0,116
1990,"GA1",0,0.215847592830106,0.0312822598304502,0,1,0,116
1992,"GA1",0,0.0556198164053848,0,0,0,0,116
1994,"GA1",0,0.0634096850977485,0.00975533616888438,0,0,0,116
1996,"GA1",0,0.0486064374152058,0.0106827334978474,0,0,0,116
1998,"GA1",0,0,0,0,0,0,116
2000,"GA1",0,0.0473540902095419,0.0129483840416716,0,0,0,116
2002,"GA1",0,0.0432796345275307,0.019235393123347,0,0,0,116
2004,"GA1",0,0,0.0294681007809047,0,0,0,116
2006,"GA1",0.00328937868176044,0.0266439673222596,0,0,0,0,116
2008,"GA1",0.00706901086512019,0.0576881779528559,0.00631161684385731,0,0,0,116
2010,"GA1",0,0.0257515295298561,0.0084358458804701,0,0,0,116
2012,"GA1",0.0115619027517741,0.109130204544807,0.0605525161974294,0,0,0,116
1980,"GA10",0,0,0,0,0,0,117
1982,"GA10",0,0.5,0,0,0,0,117
1984,"GA10",0,0,0,0,0,0,117
1986,"GA10",0.00831794513483389,0.0249538354045017,0,0,0,0,117
1988,"GA10",0,0,0,0,0,0,117
1990,"GA10",0,0.112905046855594,0,0,0,0,117
1992,"GA10",0.00890725763351979,0.043645562404247,0,0,0,0,117
1994,"GA10",0.0122671290011286,0.0650157837059814,0,0,0,0,117
1996,"GA10",0.00944347426871188,0.100536679906902,0.00290568439037289,0,1,0,117
1998,"GA10",0.0173971134709329,0.111793851164215,0.00695884538837316,0,1,0,117
2000,"GA10",0.0106654721337877,0.0647927432127602,0.00133318401672346,0,1,0,117
2002,"GA10",0,0,0,0,0,0,117
2004,"GA10",0,0,0,0,0,0,117
2006,"GA10",0.00659664547384364,0.003023462508845,0.00109944091230727,0,0,0,117
2008,"GA10",0.00665360728420171,0.0929853700789133,0.00201380365744604,0,0,0,117
2010,"GA10",0.00693577286511008,0.0307041656314433,0.00341198884337782,0,0,0,117
2012,"GA10",0.049238526192434,0.0338514867572984,0.0259733225665089,0,0,0,117
1992,"GA11",0.0549943883277217,0.176206509539843,0,0,1,0,118
1994,"GA11",0.0391926317852244,0.220458553791887,0,0,1,0,118
1996,"GA11",0.0567928901441311,0.0983130976684216,0.0230241446530261,0,0,0,118
1998,"GA11",0.0459770114942529,0.0781609195402299,0,0,0,0,118
2000,"GA11",0,0.0769230769230769,0,0,0,0,118
2002,"GA11",0.00816488577806914,0.0651299097091161,0.0151633593021284,0,0,0,118
2004,"GA11",0,0.0372739672912819,0.006408866453109,0,0,0,118
2006,"GA11",0.00739490508787218,0.0162687911933188,0.00739490508787218,0,0,0,118
2008,"GA11",0,0.0288609779603142,0,0,0,0,118
2010,"GA11",0,0.0944262171244305,0,0,0,0,118
2012,"GA11",0.00324109185902547,0.0113438215065891,0.0259287348722037,0,0,0,118
2002,"GA12",0.0307333936650041,0.106828827716873,0.000818809393264707,0,1,0,119
2004,"GA12",0.00877371142670946,0.072919686765082,0.0065786412558812,0,0,0,119
2006,"GA12",0.0188038819536027,0.0401161580040668,0.00680532964381631,0,0,0,119
2008,"GA12",0.00302294548633731,0.0617688527708258,0.00181376729180239,0,0,0,119
2010,"GA12",0.0154827515291318,0.0565341612978014,0.00486600762344143,0,0,0,119
2012,"GA12",0.0034403369640279,0.072419020847156,0.013163154028683,0,0,0,119
2002,"GA13",0.0427690996106586,0.191428122013588,0,0,1,0,120
2004,"GA13",0,0.157342657342657,0,0,1,0,120
2006,"GA13",0.016819142759324,0.0532138530481457,0.00808358701312945,0,1,0,120
2008,"GA13",0.00891664014699339,0.054143332954138,0.0132579616619123,0,1,0,120
2010,"GA13",0.0117024639186707,0.0719701530998247,0.017553695878006,0,1,0,120
2012,"GA13",0,0.194670614359734,0.00444115470022206,0,1,0,120
2012,"GA14",0.00687332462712214,0.0357412880610351,0.00343666231356107,0,0,0,121
1980,"GA2",0,0.604395604395604,0,0,0,0,122
1982,"GA2",0,0.222222222222222,0,0,0,0,122
1984,"GA2",0,0,0,0,0,0,122
1986,"GA2",0,0.5,0,0,0,0,122
1988,"GA2",0,0.106593590962474,0,0,0,0,122
1990,"GA2",0,0.0654761904761905,0,0,0,0,122
1992,"GA2",0,0.138135946622185,0,0,1,0,122
1994,"GA2",0,0.189497716894977,0.091324200913242,0,1,0,122
1996,"GA2",0.019949129719216,0.161089222482669,0.044885541868236,0,1,0,122
1998,"GA2",0.00590280442238107,0.150734013729923,0,0,1,0,122
2000,"GA2",0.00362807842454323,0.128379555052462,0.00453509803067903,0,1,0,122
2002,"GA2",0.121951219512195,0.213414634146341,0,0,1,0,122
2004,"GA2",0.0221103966799736,0.313436983335306,0.00442207933599472,0,1,0,122
2006,"GA2",0,0.211318752527866,0,0,1,0,122
2008,"GA2",0.00432900432900433,0.182683982683983,0,0,1,0,122
2010,"GA2",0.00625657373866482,0.151799346005922,0.00631852001330507,0,1,0,122
2012,"GA2",0.0180385820894431,0.214005350145942,0.0243764622830312,0,1,0,122
1980,"GA3",NA,NA,NA,0,0,0,123
1982,"GA3",0,0.0757575757575758,0,0,0,0,123
1984,"GA3",0,0.0451612903225806,0,0,0,1,123
1986,"GA3",0,0,0,0,0,0,123
1988,"GA3",0,0,0,0,0,0,123
1990,"GA3",0.0862316757688991,0.117620005748778,0.0240298936475999,0,0,0,123
1992,"GA3",0.00540828982664628,0.142750007211053,0.0173065274452681,0,0,0,123
1994,"GA3",0.0164885605041043,0.108735371973012,0,0,0,0,123
1996,"GA3",0.0113831688465435,0.157656888524627,0.0244738130200685,0,0,0,123
1998,"GA3",0,0.137931034482759,0,0,1,0,123
2000,"GA3",0.0159118727050184,0.11015911872705,0,0,0,0,123
2002,"GA3",0,0.113042438488367,0.000564240457525885,0,0,0,123
2004,"GA3",0.0238828663562564,0.0955188954953646,0.000251398593223752,0,0,0,123
2006,"GA3",0.00673820847208428,0.0433940625602227,0.0221013237884364,0,0,0,123
2008,"GA3",0.00566979135167826,0.0635016631387965,0.00755972180223768,0,0,0,123
2010,"GA3",0.00958772770853308,0.0939597315436242,0.00479386385426654,0,0,0,123
2012,"GA3",0,0.0384615384615385,0.020979020979021,0,0,0,123
1980,"GA4",0,0.277777777777778,0,0,0,0,124
1982,"GA4",0,0.18021978021978,0,0,1,0,124
1984,"GA4",0,0.149859999211263,0.0147888157116378,0,0,0,124
1986,"GA4",0.0366300366300366,0.0769230769230769,0,0,0,0,124
1988,"GA4",0.0237064196984543,0.134336378291241,0,0,0,0,124
1990,"GA4",0.0240326184968832,0.121861972530416,0.00490061551730897,0,0,0,124
1992,"GA4",0.00971355796835539,0.104258855527014,0.0105769853433203,0,0,0,124
1994,"GA4",0.022110369763419,0.101334859382384,0.00975457489562605,0,0,0,124
1996,"GA4",0.0217113858283177,0.156133183304511,0.00953413029852212,0,1,0,124
1998,"GA4",0.0417309134118912,0.142875330664441,0.00990225064010977,0,1,0,124
2000,"GA4",0.0212705615428247,0.175411230856495,0.00779920589903573,0,1,0,124
2002,"GA4",0.100073183210606,0.10303936997675,0.00647639031909175,0,1,0,124
2004,"GA4",0.183704711685661,0.148551340930997,0,0,1,0,124
2006,"GA4",0.00842318032525618,0.129971293483596,0.00381427033596506,0,1,0,124
2008,"GA4",0,0.428571428571429,0,0,1,0,124
2010,"GA4",0,0.34483394590428,0.0175983992496043,0,1,0,124
2012,"GA4",0,0.265128719491809,0,0,1,0,124
1980,"GA5",0,0.136301681054066,0,0,0,0,125
1982,"GA5",0,0.132075471698113,0.0377358490566038,0,1,0,125
1984,"GA5",0,0.0357142857142857,0,0,0,0,125
1986,"GA5",0,0.114285714285714,0,0,1,0,125
1988,"GA5",0,0.333333333333333,0,0,1,0,125
1990,"GA5",0,0,0,0,1,0,125
1992,"GA5",0.0180766449746927,0.168112798264642,0,0,1,0,125
1994,"GA5",0,0.034960145434205,0.0131100545378269,0,1,0,125
1996,"GA5",0,0.339506172839506,0,0,1,0,125
1998,"GA5",0.0851063829787234,0.212765957446809,0,0,1,0,125
2000,"GA5",0,0.0899447925066683,0.0620308913839092,0,1,0,125
2002,"GA5",0,0.444444444444444,0,0,1,0,125
2004,"GA5",0,0.110497237569061,0.441988950276243,0,1,0,125
2006,"GA5",0,0.141196013289037,0,0,1,0,125
2008,"GA5",0,0.130624092888244,0,0,1,0,125
2010,"GA5",0,0.0772169167803547,0,0,1,0,125
2012,"GA5",0.0260078023407022,0.0533159947984395,0,0,1,0,125
1980,"GA6",0,0.122950819672131,0,0,0,0,126
1982,"GA6",0,0.0925681036762761,0,0,0,0,126
1984,"GA6",0,0.0995376003893891,0,0,0,0,126
1986,"GA6",0,0.180140799705517,0,0,0,0,126
1988,"GA6",0.0121654501216545,0.0875912408759124,0.0097323600973236,0,0,0,126
1990,"GA6",0.0301010244494726,0.0848612139844625,0.00997054158169046,0,0,0,126
1992,"GA6",0.0219666265594326,0.0802949464885061,0.00874707111645874,0,0,0,126
1994,"GA6",0.0158989058350128,0.0570759281415208,0.0300821024072545,0,0,0,126
1996,"GA6",0.00617689278122654,0.0693557635109459,0.00187992388993851,0,0,0,126
1998,"GA6",0.0123767268127829,0.0703447696594794,0.037747781576711,0,0,0,126
2000,"GA6",0.00346260387811634,0.0847183748845799,0,0,0,0,126
2002,"GA6",0.0343271871322087,0.210867006669282,0.0109394332619127,0,0,0,126
2004,"GA6",0.0112729239031812,0.0436252990074328,0.00650713493598262,0,0,0,126
2006,"GA6",0.0134681380929712,0.056090833940139,0.00633794733786881,0,0,0,126
2008,"GA6",0.0458701357824997,0.0160373031119266,0.000991553687027719,0,0,0,126
2010,"GA6",0.0387985593937179,0.07229780335805,0.0332784391547743,0,0,0,126
2012,"GA6",0.0406498234774934,0.0762356575463372,0.035856134157105,0,0,0,126
1980,"GA7",0,0.0625,0.0446428571428571,0,0,0,127
1982,"GA7",0.0216309755569976,0.0612877640781599,0.00721032518566587,0,0,0,127
1984,"GA7",0.0236686390532544,0.0473372781065089,0.0473372781065089,0,0,0,127
1986,"GA7",0.00623208276205908,0.0373924965723545,0,0,0,0,127
1988,"GA7",0,0.028169014084507,0.0563380281690141,0,0,0,127
1990,"GA7",0.0192337282658871,0.065394676104016,0,0,0,0,127
1992,"GA7",0.0129449838187702,0.0647249190938511,0,0,0,0,127
1994,"GA7",0.007410271280366,0.0470326696307752,0.005638249887235,0,0,0,127
1996,"GA7",0,0.065628303333016,0.00500979414755848,0,0,0,127
1998,"GA7",0.0168280759619349,0.0399666804095954,0.00168280759619349,0,0,0,127
2000,"GA7",0.00501298970298862,0.0625488904215539,0.00837334543795902,0,0,0,127
2002,"GA7",0.0812877331730159,0.0425490478327505,0.00381036249248512,0,0,0,127
2004,"GA7",0.142103582719125,0.0548627756067508,0.0359755905618038,0,0,0,127
2006,"GA7",0,0.0377629922675778,0.0359647545405503,0,0,0,127
2008,"GA7",0.0228526398739165,0.0394011032308905,0.016548463356974,0,0,0,127
2010,"GA7",0.0146096039884219,0.052046714208753,0,0,0,0,127
2012,"GA7",0,0.0217320438987287,0.00271650548734108,0,0,0,127
1980,"GA8",0,0,0,0,1,0,128
1982,"GA8",0,0.0294672324375295,0,0,0,0,128
1984,"GA8",NA,NA,NA,0,0,0,128
1986,"GA8",0,0,0,0,0,0,128
1988,"GA8",0,0,0.189189189189189,0,0,0,128
1990,"GA8",0.0133402257833214,0.101102236155347,0.00333505644583035,0,0,0,128
1992,"GA8",0.0169946636756059,0.0883722511131505,0,0,0,0,128
1994,"GA8",0,0.0778619628834166,0,0,0,0,128
1996,"GA8",0,0.0693349827410762,0.00748219238213053,0,0,0,128
1998,"GA8",0,0.061257388500806,0,0,0,0,128
2000,"GA8",0.00260430820515608,0.0988550102360636,0.00837907857311086,0,0,0,128
2002,"GA8",0.0306390571994431,0.228388162266626,0,0,0,0,128
2004,"GA8",0.00693316734817134,0.0593170984232437,0.00462211156544756,0,0,0,128
2006,"GA8",0.014302243228977,0.0873403892559594,0.00670525808891614,0,0,0,128
2008,"GA8",0.0101858661890843,0.0370134975661439,0.0041454858585416,0,0,0,128
2010,"GA8",0.0183723537198752,0.0648753013799743,0.00284255085918646,0,0,0,128
2012,"GA8",0,0.0787945016391557,0,0,0,0,128
1980,"GA9",0,0,0,0,0,0,129
1982,"GA9",0,0.0289017341040462,0,0,0,0,129
1984,"GA9",0,0.0552486187845304,0.0552486187845304,0,0,0,129
1986,"GA9",0,0,0,0,0,0,129
1988,"GA9",0,0.12780269058296,0,0,0,0,129
1990,"GA9",0,0.0623003194888179,0,0,0,0,129
1992,"GA9",0,0.0222346600013801,0,0,0,0,129
1994,"GA9",0,0.00989824603080334,0,0,0,0,129
1996,"GA9",0,0.0641354540790149,0.00641354540790149,0,0,0,129
1998,"GA9",0,0,0,0,0,0,129
2000,"GA9",0,0.0303582270795386,0,0,0,0,129
2002,"GA9",0,0.0125625873813606,0,0,0,0,129
2004,"GA9",0.00777907429015947,0.0733566705562038,0.00155581485803189,0,0,0,129
2006,"GA9",0.0040453074433657,0.0323624595469256,0,0,0,0,129
2008,"GA9",0.00821018062397373,0.00492610837438424,0,0,0,0,129
2010,"GA9",0,0,0,0,0,0,129
2012,"GA9",0,0.0297611129037221,0.0150490043508961,0,0,0,129
2012,"GU0",NA,NA,NA,0,0,1,130
1980,"HI1",0.238805970149254,0.0298507462686567,0,0,0,0,131
1982,"HI1",0,0,0,0,0,0,131
1984,"HI1",0.333333333333333,0,0,0,0,0,131
1986,"HI1",0.395766516998076,0,0,0,0,0,131
1988,"HI1",0.382229232386961,0.0223449001051525,0.0210304942166141,1,0,0,131
1990,"HI1",0.394588868062913,0.0334121098524978,0.0162985901719501,1,0,0,131
1992,"HI1",0.446428571428571,0,0,0,0,0,131
1994,"HI1",0.141255374354843,0.0398100358758676,0.0323163820639396,0,0,0,131
1996,"HI1",0.160293208513645,0.00839000264947452,0.0353263269451559,0,0,0,131
1998,"HI1",0.195835641435042,0.0228094757079084,0.024438723972759,0,0,0,131
2000,"HI1",0.266666666666667,0.0303030303030303,0.0606060606060606,0,0,0,131
2002,"HI1",0.316925151719488,0.00134861766689144,0,0,0,0,131
2004,"HI1",0.33769322235434,0.0128418549346017,0.081807372175981,1,0,0,131
2006,"HI1",0.288632326820604,0.0022202486678508,0.05550621669627,0,0,0,131
2008,"HI1",0.204653622421999,0.0641195134849286,0.0198307773664728,0,0,0,131
2010,"HI1",0.226756572449126,0.0278152777364387,0.0263339781637688,1,0,0,131
2012,"HI1",0.351882748870354,0.0173382362032979,0.0239582900263753,1,0,0,131
1980,"HI2",0,0,0,1,0,0,132
1982,"HI2",NA,NA,NA,1,0,0,132
1984,"HI2",0.266666666666667,0,0,1,0,0,132
1986,"HI2",0,0,0,1,0,0,132
1988,"HI2",0,0,0,1,0,0,132
1990,"HI2",0.242320167906888,0.0190803281816447,0.01450104941805,1,0,0,132
1992,"HI2",0,0,0,0,0,0,132
1994,"HI2",0.583333333333333,0,0,0,0,0,132
1996,"HI2",0.432426199261993,0,0.0717250922509225,0,0,1,132
1998,"HI2",0.0676793502782373,0,0,0,0,0,132
2000,"HI2",0.109257360998197,0.0176734650595596,0.0653918207203704,0,0,0,132
2002,"HI2",0.0537634408602151,0.157706093189964,0,0,0,0,132
2004,"HI2",0.125489879763363,0.0213149722422969,0.0129011674098113,0,0,0,132
2006,"HI2",0.338557121628693,0.00468233763884645,0.0189543712635651,0,0,0,132
2008,"HI2",0.481116716346747,0.011837045549188,0.0041429659422158,0,0,0,132
2010,"HI2",0.3807618115337,0.00719776581349149,0.014395531626983,0,0,0,132
2012,"HI2",0.349762588068919,0.00180749534234272,0.0219939648246946,1,0,0,132
1980,"IA1",0.032488628979857,0.0617283950617284,0,0,0,0,133
1982,"IA1",0,0.0600348201957135,0,0,0,0,133
1984,"IA1",0,0,0,0,0,0,133
1986,"IA1",0,0.089086859688196,0,0,0,0,133
1988,"IA1",0,0.100406646920026,0.0431748581756112,0,0,0,133
1990,"IA1",0.0710659898477157,0.050761421319797,0.0436548223350254,0,0,0,133
1992,"IA1",0,0,0,0,0,0,133
1994,"IA1",0.0267936272388137,0.0504956821039181,0,0,0,0,133
1996,"IA1",0.00644432873294186,0.0458836205785461,0,0,1,0,133
1998,"IA1",0.00347144337274757,0.0534068211191933,0.00934619369585883,0,1,0,133
2000,"IA1",0.0292397660818713,0.0433555152248437,0,0,0,0,133
2002,"IA1",0.00243217481623766,0.0453992362930269,0.00928388877003471,0,0,0,133
2004,"IA1",0.0154732983670821,0.0318239487034317,0.0126019646494792,0,0,0,133
2006,"IA1",0.00972652337278047,0.0464664974049006,0.00886496679943291,0,0,0,133
2008,"IA1",0.000222966802517367,0.0305464519448792,0.00579713686545153,0,0,0,133
2010,"IA1",0.00226982293016684,0.0618429221902067,0.0176143405210265,0,0,0,133
2012,"IA1",0,0.0549764892404502,0.0023245872828943,0,0,0,133
1980,"IA2",0,0.00748502994011976,0,0,0,0,134
1982,"IA2",0,0,0,0,0,0,134
1984,"IA2",0,0,0,0,0,0,134
1986,"IA2",0,0,0,0,0,0,134
1988,"IA2",0.0285477747009621,0,0.014273887350481,0,0,0,134
1990,"IA2",0.00444507663312116,0.0112608608039069,0.00148169221104038,0,0,0,134
1992,"IA2",0.0031649776236082,0.0414612068692674,0.0094949328708246,0,0,0,134
1994,"IA2",0.0483693780845726,0.03197297873387,0,0,0,0,134
1996,"IA2",0,0.0509554140127389,0.0169851380042463,0,0,0,134
1998,"IA2",0.00748189381696295,0.0349155044791604,0.00648430797470122,0,0,0,134
2000,"IA2",0.00576767793286423,0.0403737455300496,0,0,0,0,134
2002,"IA2",0.0110605462632569,0.0431154532213864,0.00348939409309444,0,0,0,134
2004,"IA2",0.00730377335573255,0.018624622057118,0.000912971669466568,0,0,0,134
2006,"IA2",0.0334362139917695,0.0569058641975309,0,0,0,0,134
2008,"IA2",0.00475932203647963,0.0143969491603509,0.000475932203647963,0,0,0,134
2010,"IA2",0.00401717381208793,0.0170556611210836,0.00707704231120813,0,0,0,134
2012,"IA2",0.00812861461076374,0.02884980286474,0.00842657785474479,0,0,0,134
1980,"IA3",0.0232018561484919,0.139211136890951,0,0,0,0,135
1982,"IA3",0.017526026148831,0.040894061013939,0,0,0,0,135
1984,"IA3",0,0.114729829755736,0,0,0,0,135
1986,"IA3",0,0.145985401459854,0,0,0,0,135
1988,"IA3",0,0.146412884333821,0,0,0,0,135
1990,"IA3",0,0,0,0,0,0,135
1992,"IA3",0.0110328885152884,0.0505936744772512,0,0,0,0,135
1994,"IA3",0.0108208712965568,0.0454476594455386,0.00757460990758976,0,0,0,135
1996,"IA3",0.042562506080358,0.0430489347212764,0,0,0,0,135
1998,"IA3",0.00863043609593593,0.0217918511422382,0.0107880451199199,0,0,0,135
2000,"IA3",0,0.0137363475967497,0,0,0,0,135
2002,"IA3",0.00704487318330617,0.0370605780236635,0.00113626986827519,0,0,0,135
2004,"IA3",0.00110514062300461,0.0403597355521283,0,0,0,0,135
2006,"IA3",0.00528308165897084,0.0343483505969466,0.0114813428179209,0,0,0,135
2008,"IA3",0.00240736460981434,0.0272032200909021,0,0,0,0,135
2010,"IA3",0.0195572627174524,0.0474375281196709,0,0,0,0,135
2012,"IA3",0.0155377613285315,0.0390313652264797,0.0136264634435491,0,0,0,135
1980,"IA4",0,0.0324359390204346,0,0,0,0,136
1982,"IA4",0,0.1,0,0,0,0,136
1984,"IA4",0,0,0,0,0,0,136
1986,"IA4",0,0,0,0,0,0,136
1988,"IA4",0,0,0,0,0,0,136
1990,"IA4",NA,NA,NA,0,0,0,136
1992,"IA4",0,0,0.0609756097560976,0,0,0,136
1994,"IA4",0.00727300730295498,0.0583979704031385,0.00641735938496028,0,0,0,136
1996,"IA4",0.0158070943149046,0.0483310437685932,0.00284300257462313,0,0,0,136
1998,"IA4",0.0445510623714873,0.0431802604523646,0.0137080191912269,0,0,0,136
2000,"IA4",0.0187121928648708,0.0223933915339235,0.00170110844226098,0,0,0,136
2002,"IA4",0.0106302935145907,0.0224896578755274,0.00394965684238032,0,0,0,136
2004,"IA4",0.0055679973679688,0.0235668725807051,0.00362567270472387,0,0,0,136
2006,"IA4",0.00319690695550373,0.00706684695427141,0.00917007521447123,0,0,0,136
2008,"IA4",0.0061382977135283,0.0270576163212327,0.00399725947104963,0,0,0,136
2010,"IA4",0.0112135527152787,0.00425341654717466,7.73348463122666e-05,0,0,0,136
2012,"IA4",0.00996262358170008,0.0237701469735117,0.00742365657745178,0,0,0,136
1980,"IA5",0.0248954391555467,0,0,0,0,0,137
1982,"IA5",0,0.0738634265243565,0,0,0,0,137
1984,"IA5",0,0.0266595574513463,0,0,0,0,137
1986,"IA5",0,0,0,0,0,0,137
1988,"IA5",0,0,0,0,0,0,137
1990,"IA5",0,0.055840964931874,0,0,0,0,137
1992,"IA5",0,0.0989399293286219,0.0706713780918728,0,0,0,137
1994,"IA5",0.00995859078992468,0.0210751572530964,0.00138957080789647,0,0,0,137
1996,"IA5",0.0109943269273055,0.0183238782121759,0,0,0,0,137
1998,"IA5",0,0,0,0,0,0,137
2000,"IA5",0,0.0218439815462044,0,0,0,0,137
